city,date,year,month,home_value,monthly_rent,median_income,affordability_index
"Miami, FL",2022-08-31,2022,8,448524,2523.0,79500,1.128
"Miami, FL",2022-09-30,2022,9,450137,2531.0,79500,1.132
"Miami, FL",2022-10-31,2022,10,451027,2533.0,79500,1.135
"Miami, FL",2022-11-30,2022,11,451922,2539.0,79500,1.137
"Miami, FL",2022-12-31,2022,12,453091,2542.0,79500,1.14
"Miami, FL",2023-01-31,2023,1,453644,2544.0,82690,1.097
"Miami, FL",2023-02-28,2023,2,453896,2546.0,82690,1.098
"Miami, FL",2023-03-31,2023,3,454489,2552.0,82690,1.099
"Miami, FL",2023-04-30,2023,4,456060,2558.0,82690,1.103
"Miami, FL",2023-05-31,2023,5,458631,2564.0,82690,1.109
"Miami, FL",2023-06-30,2023,6,462220,2567.0,82690,1.118
"Miami, FL",2023-07-31,2023,7,465931,2571.0,82690,1.127
"Miami, FL",2023-08-31,2023,8,469645,2575.0,82690,1.136
"Miami, FL",2023-09-30,2023,9,472600,2579.0,82690,1.143
"Miami, FL",2023-10-31,2023,10,475480,2586.0,82690,1.15
"Miami, FL",2023-11-30,2023,11,478398,2588.0,82690,1.157
"Miami, FL",2023-12-31,2023,12,481100,2583.0,82690,1.164
"Miami, FL",2024-01-31,2024,1,483502,2582.0,83730,1.155
"Miami, FL",2024-02-29,2024,2,485451,2587.0,83730,1.16
"Miami, FL",2024-03-31,2024,3,487614,2599.0,83730,1.165
"Miami, FL",2024-04-30,2024,4,489609,2607.0,83730,1.169
"Miami, FL",2024-05-31,2024,5,491310,2611.0,83730,1.174
"Miami, FL",2024-06-30,2024,6,491879,2614.0,83730,1.175
"Miami, FL",2024-07-31,2024,7,492071,2619.0,83730,1.175
"Miami, FL",2024-08-31,2024,8,492091,2624.0,83730,1.175
"Miami, FL",2024-09-30,2024,9,492148,2629.0,83730,1.176
"Miami, FL",2024-10-31,2024,10,491702,2630.0,83730,1.174
"Miami, FL",2024-11-30,2024,11,490733,2630.0,83730,1.172
"Miami, FL",2024-12-31,2024,12,489887,2628.0,83730,1.17
"New York, NY",2015-01-31,2015,1,407752,2148.0,72790,1.12
"New York, NY",2015-02-28,2015,2,407950,2162.0,72790,1.121
"New York, NY",2015-03-31,2015,3,408418,2180.0,72790,1.122
"New York, NY",2015-04-30,2015,4,409025,2199.0,72790,1.124
"New York, NY",2015-05-31,2015,5,410237,2213.0,72790,1.127
"New York, NY",2015-06-30,2015,6,411414,2228.0,72790,1.13
"New York, NY",2015-07-31,2015,7,412786,2238.0,72790,1.134
"New York, NY",2015-08-31,2015,8,414537,2247.0,72790,1.139
"New York, NY",2015-09-30,2015,9,417074,2251.0,72790,1.146
"New York, NY",2015-10-31,2015,10,420023,2250.0,72790,1.154
"New York, NY",2015-11-30,2015,11,422653,2241.0,72790,1.161
"New York, NY",2015-12-31,2015,12,424931,2232.0,72790,1.168
"New York, NY",2016-01-31,2016,1,426670,2229.0,75380,1.132
"New York, NY",2016-02-29,2016,2,428003,2233.0,75380,1.136
"New York, NY",2016-03-31,2016,3,428725,2242.0,75380,1.138
"New York, NY",2016-04-30,2016,4,429699,2254.0,75380,1.14
"New York, NY",2016-05-31,2016,5,430957,2268.0,75380,1.143
"New York, NY",2016-06-30,2016,6,432565,2282.0,75380,1.148
"New York, NY",2016-07-31,2016,7,433795,2295.0,75380,1.151
"New York, NY",2016-08-31,2016,8,434415,2298.0,75380,1.153
"New York, NY",2016-09-30,2016,9,434772,2299.0,75380,1.154
"New York, NY",2016-10-31,2016,10,435532,2292.0,75380,1.156
"New York, NY",2016-11-30,2016,11,437062,2287.0,75380,1.16
"New York, NY",2016-12-31,2016,12,439546,2276.0,75380,1.166
"New York, NY",2017-01-31,2017,1,441990,2273.0,76710,1.152
"New York, NY",2017-02-28,2017,2,444535,2274.0,76710,1.159
"New York, NY",2017-03-31,2017,3,446874,2286.0,76710,1.165
"New York, NY",2017-04-30,2017,4,449823,2300.0,76710,1.173
"New York, NY",2017-05-31,2017,5,452411,2317.0,76710,1.18
"New York, NY",2017-06-30,2017,6,454631,2331.0,76710,1.185
"New York, NY",2017-07-31,2017,7,456190,2340.0,76710,1.189
"New York, NY",2017-08-31,2017,8,457778,2343.0,76710,1.194
"New York, NY",2017-09-30,2017,9,459367,2341.0,76710,1.198
"New York, NY",2017-10-31,2017,10,461159,2328.0,76710,1.202
"New York, NY",2017-11-30,2017,11,462706,2314.0,76710,1.206
"New York, NY",2017-12-31,2017,12,464442,2301.0,76710,1.211
"New York, NY",2018-01-31,2018,1,466164,2300.0,77700,1.2
"New York, NY",2018-02-28,2018,2,467707,2306.0,77700,1.204
"New York, NY",2018-03-31,2018,3,469494,2319.0,77700,1.208
"New York, NY",2018-04-30,2018,4,471364,2338.0,77700,1.213
"New York, NY",2018-05-31,2018,5,473934,2356.0,77700,1.22
"New York, NY",2018-06-30,2018,6,476126,2372.0,77700,1.226
"New York, NY",2018-07-31,2018,7,478521,2384.0,77700,1.232
"New York, NY",2018-08-31,2018,8,480522,2392.0,77700,1.237
"New York, NY",2018-09-30,2018,9,482351,2392.0,77700,1.242
"New York, NY",2018-10-31,2018,10,483367,2384.0,77700,1.244
"New York, NY",2018-11-30,2018,11,484243,2374.0,77700,1.246
"New York, NY",2018-12-31,2018,12,484854,2364.0,77700,1.248
"New York, NY",2019-01-31,2019,1,485887,2364.0,83260,1.167
"New York, NY",2019-02-28,2019,2,487446,2373.0,83260,1.171
"New York, NY",2019-03-31,2019,3,489435,2388.0,83260,1.176
"New York, NY",2019-04-30,2019,4,491602,2405.0,83260,1.181
"New York, NY",2019-05-31,2019,5,493040,2424.0,83260,1.184
"New York, NY",2019-06-30,2019,6,494307,2445.0,83260,1.187
"New York, NY",2019-07-31,2019,7,494999,2460.0,83260,1.189
"New York, NY",2019-08-31,2019,8,495486,2467.0,83260,1.19
"New York, NY",2019-09-30,2019,9,495219,2465.0,83260,1.19
"New York, NY",2019-10-31,2019,10,495254,2461.0,83260,1.19
"New York, NY",2019-11-30,2019,11,496222,2448.0,83260,1.192
"New York, NY",2019-12-31,2019,12,497875,2442.0,83260,1.196
"New York, NY",2020-01-31,2020,1,500307,2441.0,81580,1.227
"New York, NY",2020-02-29,2020,2,502542,2454.0,81580,1.232
"New York, NY",2020-03-31,2020,3,505114,2462.0,81580,1.238
"New York, NY",2020-04-30,2020,4,507452,2457.0,81580,1.244
"New York, NY",2020-05-31,2020,5,509305,2442.0,81580,1.249
"New York, NY",2020-06-30,2020,6,509645,2421.0,81580,1.249
"New York, NY",2020-07-31,2020,7,508732,2398.0,81580,1.247
"New York, NY",2020-08-31,2020,8,508049,,81580,1.246
"New York, NY",2020-09-30,2020,9,509718,,81580,1.25
"New York, NY",2020-10-31,2020,10,513417,2265.0,81580,1.259
"New York, NY",2020-11-30,2020,11,518771,2235.0,81580,1.272
"New York, NY",2020-12-31,2020,12,525058,2222.0,81580,1.287
"New York, NY",2021-01-31,2021,1,531041,2222.0,81270,1.307
"New York, NY",2021-02-28,2021,2,537296,2235.0,81270,1.322
"New York, NY",2021-03-31,2021,3,543102,2256.0,81270,1.337
"New York, NY",2021-04-30,2021,4,548921,2282.0,81270,1.351
"New York, NY",2021-05-31,2021,5,554533,2324.0,81270,1.365
"New York, NY",2021-06-30,2021,6,559565,2375.0,81270,1.377
"New York, NY",2021-07-31,2021,7,563761,2435.0,81270,1.387
"New York, NY",2021-08-31,2021,8,566286,2492.0,81270,1.394
"New York, NY",2021-09-30,2021,9,567827,2538.0,81270,1.397
"New York, NY",2021-10-31,2021,10,570002,2570.0,81270,1.403
"New York, NY",2021-11-30,2021,11,573492,2591.0,81270,1.411
"New York, NY",2021-12-31,2021,12,577426,2611.0,81270,1.421
"New York, NY",2022-01-31,2022,1,581609,2634.0,79500,1.463
"New York, NY",2022-02-28,2022,2,586214,2665.0,79500,1.475
"New York, NY",2022-03-31,2022,3,592491,2701.0,79500,1.491
"New York, NY",2022-04-30,2022,4,599096,2740.0,79500,1.507
"New York, NY",2022-05-31,2022,5,605761,2788.0,79500,1.524
"New York, NY",2022-06-30,2022,6,611858,2839.0,79500,1.539
"New York, NY",2022-07-31,2022,7,615739,2884.0,79500,1.549
"New York, NY",2022-08-31,2022,8,616460,2910.0,79500,1.551
"New York, NY",2022-09-30,2022,9,613955,2914.0,79500,1.545
"New York, NY",2022-10-31,2022,10,611393,2901.0,79500,1.538
"New York, NY",2022-11-30,2022,11,609370,2876.0,79500,1.533
"New York, NY",2022-12-31,2022,12,607941,2858.0,79500,1.529
"New York, NY",2023-01-31,2023,1,607122,2857.0,82690,1.468
"New York, NY",2023-02-28,2023,2,605764,2869.0,82690,1.465
"New York, NY",2023-03-31,2023,3,606080,2895.0,82690,1.466
"New York, NY",2023-04-30,2023,4,608088,2925.0,82690,1.471
"New York, NY",2023-05-31,2023,5,612120,2959.0,82690,1.481
"New York, NY",2023-06-30,2023,6,616291,2987.0,82690,1.491
"New York, NY",2023-07-31,2023,7,619895,3008.0,82690,1.499
"New York, NY",2023-08-31,2023,8,623195,3017.0,82690,1.507
"New York, NY",2023-09-30,2023,9,625923,3016.0,82690,1.514
"New York, NY",2023-10-31,2023,10,628270,3003.0,82690,1.52
"New York, NY",2023-11-30,2023,11,630584,2984.0,82690,1.525
"New York, NY",2023-12-31,2023,12,633348,2972.0,82690,1.532
"New York, NY",2024-01-31,2024,1,636234,2977.0,83730,1.52
"New York, NY",2024-02-29,2024,2,640273,2995.0,83730,1.529
"New York, NY",2024-03-31,2024,3,645672,3023.0,83730,1.542
"New York, NY",2024-04-30,2024,4,651774,3050.0,83730,1.557
"New York, NY",2024-05-31,2024,5,656428,3079.0,83730,1.568
"New York, NY",2024-06-30,2024,6,659506,3105.0,83730,1.575
"New York, NY",2024-07-31,2024,7,662250,3121.0,83730,1.582
"New York, NY",2024-08-31,2024,8,665988,3126.0,83730,1.591
"New York, NY",2024-09-30,2024,9,670011,3117.0,83730,1.6
"New York, NY",2024-10-31,2024,10,673531,3104.0,83730,1.609
"New York, NY",2024-11-30,2024,11,676299,3095.0,83730,1.615
"New York, NY",2024-12-31,2024,12,678081,3090.0,83730,1.62
